subjID,gain,loss,play,RT
8,8,10,0,1.981739824
8,10,7.5,1,1.035544595
8,4,7.5,0,0.732623482
8,5,6.875,0,0.911602824
8,2,2.25,0,0.742783014
8,6,3,1,0.961200654
8,12,10.5,0,0.837815285
8,10,15,0,2.26640298
8,10,16.25,0,0.567539634
8,2,3.5,0,1.218622758
8,6,5.25,0,1.189561234
8,10,3.75,1,0.912666018
8,5,2.5,1,1.12151045
8,12,19.5,0,0.750216314
8,4,1.5,1,1.195490489
8,4,6,0,1.057143025
8,10,5,1,1.358130321
8,12,4.5,1,0.994506778
8,6,9.75,0,1.522642717
8,8,13,0,0.799873439
8,2,0.5,1,1.278283926
8,2,4,0,0.846179546
8,4,2,0,1.186597928
8,6,6.75,0,0.741951423
8,5,1.875,1,0.996559753
8,12,12,0,0.782986493
8,6,3.75,1,1.146296198
8,6,12,0,0.692944829
8,10,17.5,0,0.634486264
8,9,13.5,0,1.134258226
8,10,8.75,0,1.062667078
8,2,1,1,1.918520648
8,2,2,0,2.491753727
8,12,3,1,1.046607821
8,2,1.75,1,1.169837303
8,9,15.75,0,0.631170895
8,2,3,0,0.586390449
8,5,3.125,0,1.14490218
8,8,4,1,1.174203469
8,4,8,0,0.661915782
8,8,6,0,0.69266519
8,8,16,0,0.615993266
8,4,3.5,0,0.535398181
8,12,9,0,1.208308759
9,8,12,0,2.359653723
9,8,8,0,3.010134362
9,2,4,1,2.338381975
9,4,6.5,1,2.242319381
9,9,5.625,0,1.830347013
9,6,11.25,0,1.521588329
9,4,7,0,1.661527873
9,5,8.125,0,1.659556157
9,10,6.25,0,1.526803652
9,4,3.5,1,1.495659032
9,5,5.625,0,1.905316552
9,2,2.5,1,1.530009763
9,12,4.5,1,2.827462975
9,9,10.125,0,1.486896864
9,5,9.375,0,1.462114884
9,4,2,1,2.051769805
9,9,6.75,0,1.268088059
9,4,2.5,0,1.473910247
9,10,3.75,1,1.418296971
9,9,13.5,0,1.726712448
9,10,18.75,0,1.138205197
9,8,2,1,2.380689576
9,12,3,1,1.390535201
9,6,7.5,0,1.413032326
9,9,15.75,0,1.06022488
9,6,12,0,1.306771667
9,12,21,0,1.180603379
9,2,3.5,0,1.248763428
9,2,1,1,1.696933054
9,5,8.75,0,1.256156727
9,9,18,0,1.172841055
9,5,10,0,1.081094052
9,10,5,1,2.082400188
9,6,9,0,1.508739575
9,2,0.5,1,1.565948914
9,4,1.5,0,2.285533499
9,4,7.5,0,1.224638088
9,9,2.25,1,1.703921257
9,5,5,0,2.083972737
9,9,11.25,0,1.46426359
9,2,2,0,1.37758346
9,8,5,0,2.016075262
9,12,13.5,0,1.087068091
9,8,10,0,1.153592342
9,5,1.875,1,2.289978868
9,12,16.5,0,0.880016499
9,4,3,0,2.14814466
9,5,7.5,0,1.4624401
9,8,14,0,1.002426997
9,4,1,1,1.307065856
9,10,11.25,0,1.046393403
9,6,1.5,1,1.312872417
9,12,7.5,0,1.74145475
9,6,3,1,1.175154423
9,12,9,0,0.961018223
9,8,15,0,0.899550928
9,8,13,0,1.326351748
9,4,4.5,0,1.343939152
9,9,4.5,0,1.916377324
9,9,9,0,0.865086536
9,6,4.5,0,1.408864239
9,6,2.25,0,2.138747214
9,4,8,0,1.029246371
9,5,4.375,0,2.046349019
9,10,10,0,1.274234872
9,10,7.5,0,0.944864881
9,12,24,0,1.088902363
9,2,2.25,0,1.055586325
9,2,3.75,0,0.863877319
9,4,4,0,1.123616502
9,8,9,0,1.265996171
9,12,6,0,1.394747677
9,9,12.375,0,0.872558903
9,5,6.25,0,0.782222271
9,12,22.5,0,0.579903766
9,2,0.75,0,1.64570261
9,10,16.25,0,1.167343553
9,6,6,0,0.842691966
9,4,6,0,1.107136212
9,10,12.5,0,0.826795753
9,10,13.75,0,2.041476378
9,5,1.25,0,1.143318276
9,12,10.5,0,0.81536364
9,12,15,0,1.281663956
9,8,3,0,1.712674154
9,6,9.75,0,0.919300817
9,8,7,0,1.408242257
9,6,8.25,0,0.637852862
9,10,15,0,1.439933173
9,10,8.75,0,0.769700021
9,6,10.5,0,1.647124707
9,4,5,0,0.727871332
9,4,5.5,0,0.715356231
9,10,20,0,0.884387494
9,5,3.125,0,1.065991204
9,9,7.875,0,1.6250164
9,2,1.75,0,2.291525795
9,9,14.625,0,1.189463846
9,10,2.5,1,2.001595865
9,8,16,0,0.760276
9,12,12,0,0.815052774
9,5,6.875,0,0.721222558
9,8,6,0,1.298558653
9,9,3.375,0,1.059803611
9,2,3.25,0,0.571413221
9,5,2.5,0,1.195911586
9,2,1.25,0,1.021259518
9,12,19.5,0,2.121646317
9,12,18,0,0.817121494
9,8,4,0,1.026212213
9,6,3.75,0,1.564982538
9,2,3,0,0.966938219
9,2,2.75,0,0.72216669
9,8,11,0,1.091273567
9,9,16.875,0,1.298307209
9,6,5.25,0,0.877885475
9,10,17.5,0,0.640552273
9,6,6.75,0,0.716107326
9,5,3.75,0,1.150541662
9,2,1.5,0,0.999252656
10,10,12.5,0,2.361704825
10,5,1.875,1,1.674761485
10,5,6.875,0,1.325236913
10,4,4,0,1.401612424
10,5,3.125,0,1.680694633
10,10,3.75,1,1.033779726
10,10,2.5,1,1.135646679
10,12,22.5,0,1.4242795
10,12,12,1,1.195917112
10,5,3.75,1,1.608444312
10,2,1.75,1,1.489871612
10,6,8.25,0,1.740962783
10,2,1,1,1.14876092
10,10,8.75,1,1.312615066
10,8,9,0,2.919064576
10,4,1,1,2.274053819
10,8,10,0,1.115389024
10,12,16.5,0,1.837967476
10,2,3,0,1.502373711
10,10,15,0,1.441326501
10,6,7.5,0,1.359065381
10,10,20,0,1.161311561
10,4,8,0,1.179435042
10,5,10,0,1.472381011
10,9,3.375,1,1.271168329
10,6,12,0,1.574244824
10,12,13.5,0,2.368728198
10,8,15,0,1.273626007
10,9,4.5,1,1.369109331
10,8,13,0,2.103553992
10,8,3,1,1.270811219
10,8,11,0,2.362023059
10,12,4.5,1,1.291070013
10,6,5.25,1,2.512762101
10,5,2.5,1,1.516392554
10,2,2,0,1.629572477
10,9,13.5,0,1.853174275
10,10,17.5,0,1.680016637
10,5,5.625,0,1.170434366
10,10,13.75,0,1.349453604
10,6,10.5,0,1.442549451
10,9,2.25,1,1.265817486
10,9,7.875,1,1.176741257
10,9,16.875,0,0.892632935
10,5,8.125,0,1.490431975
10,4,7,0,1.845237826
10,4,1.5,1,1.249297575
10,5,7.5,0,1.046397394
10,12,24,0,1.196208729
10,6,2.25,1,1.1739133
10,12,10.5,1,1.201713898
10,10,11.25,0,1.074590227
10,9,6.75,1,1.170016359
10,2,3.75,0,1.0660412
10,6,1.5,1,1.048293138
10,6,9,0,0.958824508
10,8,4,1,1.454001036
10,10,18.75,0,1.004415858
10,10,5,1,1.752075882
10,12,19.5,0,1.247816889
10,2,2.25,0,1.210779992
10,8,8,0,1.502799202
10,9,11.25,0,2.102849763
10,9,18,0,1.459824007
10,10,10,1,1.805676812
10,9,10.125,0,1.384440956
10,6,11.25,0,1.385247417
10,12,3,1,1.287937176
10,9,5.625,1,2.143839357
10,2,1.5,1,1.087262055
10,6,3,1,1.0742314
10,12,6,1,1.162833125
10,6,6.75,0,1.016014909
10,4,7.5,0,0.950440012
10,4,3.5,1,1.701624846
10,4,5.5,0,1.169597922
10,6,6,1,1.298119503
10,12,7.5,1,1.277149282
10,5,5,1,0.951051875
10,8,5,1,1.181708053
10,5,1.25,1,1.153370079
10,6,3.75,1,0.754371999
10,4,6.5,0,0.851808563
10,12,9,1,0.966946853
10,8,2,1,0.773031632
10,9,15.75,0,0.790532704
10,6,4.5,1,0.7100499
10,9,14.625,0,0.656297206
10,4,6,0,0.860881265
10,5,8.75,0,0.743165657
10,10,6.25,1,1.308876349
10,4,2.5,1,0.939807959
10,10,16.25,0,0.891305649
10,5,9.375,0,1.256938134
10,2,4,0,1.221896345
10,8,14,0,0.906510009
10,2,0.5,1,1.383274425
10,5,4.375,1,1.988184062
10,12,18,0,1.351600979
10,9,9,1,0.99809638
10,8,12,0,1.23972811
10,4,4.5,0,0.887870205
10,8,6,1,1.095223527
10,2,0.75,1,1.109687944
10,12,15,0,0.924435964
10,2,1.25,1,0.946265708
10,4,2,1,1.283220245
10,9,12.375,0,0.912348722
10,8,16,0,0.863206118
10,4,5,0,0.82728685
10,10,7.5,1,0.886475309
10,5,6.25,0,0.687365497
10,2,3.5,0,0.864450456
10,2,2.5,0,0.726953512
10,8,7,0,0.675745574
10,4,3,1,1.003165672
10,6,9.75,0,1.663793561
10,2,2.75,0,0.99607984
10,2,3.25,0,0.88534254
10,12,21,0,1.000196966
