subjID,gain,loss,play,RT
3,6,8.25,0,1.69156595
3,9,18,0,0.489795477
3,9,7.875,0,1.134368298
3,12,12,0,0.853208677
3,4,6,0,0.655661758
3,5,3.125,0,1.739434252
3,8,15,0,0.769275835
3,12,3,1,1.092375755
3,4,8,0,0.773795146
3,6,9.75,0,1.593390512
3,4,3.5,1,1.268508532
3,2,1.75,1,0.989533809
3,6,5.25,0,0.671984181
3,9,13.5,0,1.349065967
3,5,7.5,0,0.764720224
3,4,6.5,0,0.796639516
3,12,9,0,1.012421462
3,6,6.75,0,1.024377898
3,4,1,1,0.971141708
3,8,4,0,0.705785122
3,6,3,0,0.978704055
3,9,14.625,0,0.654745024
3,12,7.5,0,0.83510245
3,6,9,0,0.696824682
3,5,1.25,1,0.927942575
3,8,9,0,1.53303842
3,10,10,0,1.041558985
3,8,12,0,1.673793091
3,8,7,0,0.676466684
3,5,5.625,0,0.642899516
3,10,8.75,0,0.493123401
3,12,19.5,0,1.153430888
3,2,2,0,1.608548328
3,12,4.5,0,0.926489428
3,12,13.5,0,0.578158655
3,4,4.5,0,0.99782831
3,10,15,0,1.062238499
3,2,3.5,0,0.716781302
3,12,16.5,0,0.651950831
3,2,3.75,0,0.922238149
3,6,6,0,0.944226288
3,2,1.25,1,0.966370964
3,4,7.5,0,1.1820228
3,8,16,0,0.624194235
3,10,5,0,1.401618618
3,5,5,0,1.540697525
3,9,10.125,0,0.96651693
3,5,4.375,0,1.61324514
3,2,1.5,0,1.316551499
3,4,2.5,0,1.170661315
3,6,1.5,1,0.956090006
3,8,14,0,0.537109199
3,10,18.75,0,1.217131821
3,6,12,0,1.303325386
3,12,6,0,1.96152785
3,4,5,0,0.603622358
3,8,2,1,1.159115852
3,9,5.625,0,1.1492559
3,8,5,0,0.918711805
3,2,4,0,0.886382518
3,10,6.25,0,1.246304808
3,9,11.25,0,0.904663055
3,6,3.75,0,0.982610053
3,12,15,0,0.716621748
3,2,2.25,0,0.658717286
3,6,2.25,0,0.841720196
3,10,17.5,0,1.30831836
3,10,3.75,1,0.869860165
3,9,16.875,0,0.744664228
3,9,12.375,0,0.805774826
3,4,2,0,1.068488107
3,8,6,0,1.558372349
3,8,13,0,0.772583019
3,6,11.25,0,0.484024911
3,5,8.75,0,0.596677365
3,6,4.5,0,0.689090269
3,9,3.375,1,1.590437719
3,5,9.375,0,0.733222226
3,4,4,0,0.765764522
3,9,4.5,0,0.731042917
4,8,12,0,1.326998101
4,8,8,0,1.359560176
4,2,4,0,1.196574174
4,4,6.5,0,0.879495354
4,9,5.625,1,1.222771566
4,6,11.25,0,0.83406099
4,4,7,0,0.728611536
4,5,8.125,0,0.724594765
4,10,6.25,1,0.930765838
4,4,3.5,0,1.42764309
4,5,5.625,0,0.95598858
4,2,2.5,0,0.99991972
4,12,4.5,1,1.088003893
4,9,10.125,0,0.85183507
4,5,9.375,0,0.90068751
4,4,2,1,0.817314457
4,9,6.75,1,1.001060539
4,4,2.5,1,0.918326477
4,10,3.75,1,0.676706
4,9,13.5,0,0.790692009
4,10,18.75,0,1.112640483
4,8,2,1,0.992271593
4,12,3,1,0.646244768
4,6,7.5,0,0.762307758
4,9,15.75,0,0.665451663
4,6,12,0,0.90580514
4,12,21,0,0.634480152
4,2,3.5,0,0.5920302
4,2,1,1,0.938071327
4,5,8.75,0,0.77402003
4,9,18,0,1.039982241
4,5,10,0,0.83535254
4,10,5,1,1.053340317
4,6,9,0,0.620389218
4,2,0.5,1,0.84179372
4,4,1.5,0,1.468312141
4,4,7.5,0,1.251661965
4,9,2.25,1,1.156174326
4,5,5,0,0.997828051
4,9,11.25,0,0.926566619
4,2,2,0,1.082801331
4,8,5,0,1.19882822
4,12,13.5,0,0.920630616
4,8,10,0,0.516905719
4,5,1.875,1,2.089413101
4,12,16.5,0,1.112075102
4,4,3,0,0.823914001
4,5,7.5,0,0.684438767
4,8,14,0,0.808927728
4,4,1,0,1.075455472
4,10,11.25,0,0.741340309
4,6,1.5,1,0.757960281
4,12,7.5,0,0.774265651
4,6,3,1,0.855964702
4,12,9,0,1.281316132
4,8,15,0,1.106462746
4,8,13,0,0.816085424
4,4,4.5,0,0.926039196
4,9,4.5,0,0.687669227
4,9,9,0,0.851008185
4,6,4.5,0,1.313471795
4,6,2.25,1,1.862045982
4,4,8,0,0.870496752
4,5,4.375,0,0.745616222
4,10,10,0,0.774689312
4,10,7.5,0,1.00326796
4,12,24,0,0.961437339
4,2,2.25,0,0.638748801
4,2,3.75,0,0.563593366
4,4,4,0,0.668440099
4,8,9,0,0.49419406
4,12,6,0,0.387053044
4,9,12.375,0,0.528934472
4,5,6.25,0,0.550544718
4,12,22.5,0,0.604198383
4,2,0.75,0,0.830427583
4,10,16.25,0,0.761421769
4,6,6,0,0.731683787
4,4,6,0,0.569968126
4,10,12.5,0,0.814235153
4,10,13.75,0,1.379061622
4,5,1.25,0,0.622999328
4,12,10.5,0,0.760230989
4,12,15,0,0.629379687
4,8,3,0,1.317914989
4,6,9.75,0,0.757447715
4,8,7,0,0.660511221
4,6,8.25,0,0.529296988
4,10,15,0,0.871561276
4,10,8.75,0,0.933584509
4,6,10.5,0,0.599800131
4,4,5,0,0.898550896
4,4,5.5,0,0.649173562
4,10,20,0,0.697550546
4,5,3.125,0,0.508515339
4,9,7.875,0,0.728311206
4,2,1.75,0,0.558949963
4,9,14.625,0,0.74210469
4,10,2.5,0,0.517733851
4,8,16,0,1.075556697
4,12,12,0,0.825118101
4,5,6.875,0,0.615044045
4,8,6,0,1.013936031
4,9,3.375,0,0.627159229
4,2,3.25,0,1.025589228
4,5,2.5,1,1.396334994
4,2,1.25,1,1.078646655
4,12,19.5,0,0.899136133
4,12,18,0,0.799378971
4,8,4,1,0.881313815
4,6,3.75,0,1.077077299
4,2,3,0,1.050244387
4,2,2.75,0,0.67766027
4,8,11,0,0.897760696
4,9,16.875,0,0.526649468
4,6,5.25,0,0.640798287
4,10,17.5,0,0.611605858
4,6,6.75,0,0.594999823
4,5,3.75,0,0.547269619
4,2,1.5,0,0.611976213
5,6,4.5,0,1.495322109
5,12,13.5,0,1.147514291
5,2,3,0,1.200668848
5,9,4.5,1,1.157179371
5,4,3,0,1.345645675
5,6,12,0,1.126475942
5,4,2,1,1.076456221
5,5,8.125,0,0.906864262
5,4,3.5,1,1.290377323
5,5,4.375,1,1.278905277
5,12,22.5,0,1.367843204
5,4,4.5,0,1.101323589
5,6,6.75,0,0.924144112
5,12,4.5,0,1.136469265
5,10,5,1,1.137510445
5,8,16,0,0.894058942
5,5,5,0,0.72907216
5,4,6.5,0,0.74327153
5,9,13.5,0,0.898756413
5,12,18,0,0.790140468
5,6,6,0,0.868772166
5,2,3.5,0,0.930731026
5,9,3.375,0,0.831524041
5,5,5.625,0,0.875700651
5,8,15,0,0.64140257
5,12,19.5,0,0.922701603
5,2,2.25,0,0.751452747
5,9,9,1,0.939263904
5,9,18,0,0.744999754
5,6,8.25,0,0.865163598
5,10,7.5,1,0.919905605
5,2,2.5,0,0.72444718
5,10,11.25,0,0.877954327
5,12,10.5,1,1.157990195
5,10,15,0,0.834752031
5,8,3,1,0.901163012
5,10,12.5,0,0.899230125
5,6,3,1,0.788572933
5,8,9,0,0.868811268
5,12,16.5,0,0.650959186
5,6,9.75,0,1.237231104
5,10,20,0,0.797673586
5,9,10.125,0,0.986541458
5,6,7.5,0,0.613865944
5,9,16.875,0,0.683582819
5,10,8.75,1,0.715449397
5,5,6.25,0,0.686244337
5,5,8.75,0,0.596951542
5,5,10,0,0.942138254
5,8,7,1,0.923598133
5,8,4,1,1.455639209
5,12,21,0,0.791522835
5,12,15,0,1.566912886
5,10,2.5,1,0.967994366
5,6,3.75,0,0.707695164
5,5,3.125,1,0.953104389
5,5,2.5,1,0.658881547
5,9,11.25,0,0.653880687
5,4,1.5,0,1.163066272
5,2,0.5,1,0.880124187
5,10,3.75,1,0.965002375
5,6,9,0,0.759845422
5,2,3.25,0,0.672927373
5,4,1,1,1.146812321
5,4,7.5,0,1.876653058
5,4,4,0,0.914963051
5,5,9.375,0,0.518652243
5,8,12,0,0.649475791
5,8,5,1,0.796304062
5,9,5.625,0,0.536180658
5,2,2,0,1.078372948
5,10,10,0,1.145062707
5,12,3,1,0.779310079
5,10,6.25,1,0.749365679
5,12,12,0,1.224587388
5,12,24,0,0.857119797
5,2,1,1,0.735264543
5,10,13.75,0,0.623597779
5,2,1.25,0,0.579521407
5,6,2.25,1,0.709913861
5,9,15.75,0,0.509718048
5,5,1.25,1,0.84533395
5,6,1.5,1,0.977307512
5,4,7,0,0.842774232
5,8,11,0,0.630482168
5,8,14,0,0.672283982
5,9,7.875,0,0.563968218
5,4,2.5,1,0.847354655
5,8,13,0,0.645369359
5,8,10,0,0.795588758
5,2,4,0,0.766882341
5,4,6,0,0.5868842
5,10,18.75,0,0.6722017
5,8,2,1,0.700564702
5,5,1.875,0,0.670886146
5,5,7.5,0,0.684455314
5,2,1.75,1,1.095939366
5,4,5.5,0,1.052934205
5,12,9,0,0.845356694
5,4,5,0,0.604463454
5,10,16.25,0,0.598842398
5,5,3.75,0,0.544873116
5,5,6.875,0,0.727163864
5,9,14.625,0,0.787949316
5,2,1.5,1,0.680221953
5,12,7.5,1,0.883052242
5,9,6.75,1,0.812601117
5,2,2.75,0,0.744832681
5,2,0.75,1,0.828486914
5,12,6,1,0.692838937
5,6,11.25,0,0.581723711
5,8,6,1,0.653458107
5,6,10.5,0,0.759253999
5,4,8,0,0.699865426
5,2,3.75,0,0.703953207
5,9,12.375,0,0.640702007
5,10,17.5,0,0.625779834
5,8,8,0,0.816342082
5,6,5.25,0,0.527059204
5,9,2.25,0,0.508501795
6,8,10,0,2.453612313
6,4,8,0,1.087762258
6,12,4.5,1,1.237027691
6,6,10.5,0,0.993758002
6,10,10,0,1.427579277
6,9,7.875,1,1.716961961
6,2,1,1,1.01184852
6,6,1.5,1,1.262363089
6,5,8.125,0,0.894894675
6,8,2,1,0.989583247
6,4,7.5,0,0.915262863
6,12,3,1,0.871912339
6,6,7.5,0,0.808887171
6,2,2.5,0,0.811896039
6,2,3,0,1.118415178
6,8,14,0,0.851272867
6,6,3.75,1,1.190876394
6,6,3,1,0.816136883
6,12,16.5,0,0.953105808
6,8,8,0,1.596342071
6,12,7.5,1,1.057284599
6,5,10,0,0.943843554
6,12,22.5,0,1.169173348
6,10,16.25,0,1.057496547
6,9,6.75,1,0.86149627
6,5,5,0,1.250188169
6,8,9,0,0.746046884
6,9,4.5,1,0.797217316
6,2,0.5,1,0.998505484
6,12,19.5,0,0.93371882
6,5,1.25,0,0.929838851
6,4,1,1,0.857783544
6,4,3.5,1,1.134277682
6,9,16.875,0,0.815860841
6,5,1.875,1,0.64192075
6,8,4,1,0.705317396
6,4,3,1,0.959442466
6,2,3.75,0,1.076534446
6,10,13.75,0,0.889375859
6,4,5,0,1.060521301
6,12,10.5,1,0.99871123
6,12,24,0,1.076347081
6,2,2.75,0,1.002488504
6,10,20,0,0.811397778
6,9,14.625,0,0.878069481
6,2,0.75,1,0.88044224
6,8,6,1,0.75651765
6,2,2,1,1.304227786
6,2,1.5,1,1.448064472
6,8,7,1,1.148705986
6,9,13.5,1,0.961675111
6,12,6,1,1.050328531
6,4,4.5,0,1.076684488
6,4,6.5,0,0.792332769
6,4,7,0,0.736755844
6,9,3.375,1,0.725552679
6,10,8.75,1,0.976256672
6,4,4,1,1.040304524
6,5,4.375,1,0.931957551
6,5,9.375,0,0.95468079
6,10,5,1,1.099820276
6,6,6,1,1.022822318
6,8,3,1,0.821316757
6,4,1.5,0,1.543940272
6,6,9,0,1.219463325
6,8,5,1,1.040425748
6,4,5.5,0,0.941797726
6,12,15,0,0.874170593
6,9,2.25,1,1.429496011
6,4,2.5,1,1.161216945
6,10,18.75,0,0.89017794
6,2,2.25,0,1.579436972
6,10,12.5,0,1.07407244
6,10,6.25,1,0.784974275
6,9,12.375,0,0.659416104
6,10,17.5,0,0.89949762
6,5,2.5,1,1.240961199
6,8,12,0,0.80864754
6,6,4.5,1,1.66310189
6,9,10.125,0,0.72883403
6,6,9.75,0,0.741559273
6,5,8.75,0,0.798669402
6,2,1.25,1,0.925083821
6,2,4,0,0.846964163
6,6,6.75,0,0.797854883
6,9,11.25,0,0.836410204
6,12,9,1,1.005602898
6,12,13.5,0,1.181192678
6,5,6.875,0,0.914615729
6,4,6,0,0.867165206
6,5,7.5,0,0.654943328
6,6,12,0,1.104306498
6,9,5.625,1,1.249949263
6,2,3.25,0,0.978640922
6,5,6.25,0,1.294153218
6,5,5.625,0,0.995943728
6,9,9,1,1.099005415
6,10,2.5,1,1.05209404
6,8,16,0,0.706737489
6,6,11.25,0,1.336806147
6,9,18,0,0.610717957
6,9,15.75,0,0.756638712
6,6,2.25,1,1.083569804
6,4,2,1,0.928205504
6,12,12,1,0.833120812
6,10,3.75,1,0.753771501
6,10,11.25,0,0.766209168
6,2,3.5,0,0.790557992
6,6,5.25,0,0.784688951
6,8,15,0,0.731430884
6,8,11,0,0.716255199
6,12,21,0,1.022247192
6,8,13,0,0.863975813
6,5,3.75,1,0.939772283
6,10,7.5,1,0.697291691
6,6,8.25,0,0.628782564
6,5,3.125,1,1.068665316
6,12,18,0,0.70752279
6,2,1.75,0,0.765934787
6,10,15,0,0.954178273
7,12,6,0,1.909044713
7,9,9,0,1.504547043
7,5,3.75,1,1.0650677
7,4,7,0,1.078876144
7,10,6.25,0,1.029553812
7,12,7.5,0,1.168236614
7,2,3.75,0,0.796940592
7,9,6.75,0,0.956241717
7,5,7.5,0,0.706068783
7,6,11.25,0,0.677556343
7,12,24,0,0.903672485
7,10,3.75,1,0.762597708
7,4,2,1,0.71651178
7,9,4.5,1,0.847029959
7,10,12.5,0,0.825271542
7,2,2.25,0,0.784908198
7,10,11.25,0,0.808923312
7,9,12.375,0,0.712015899
7,6,9,0,0.635416754
7,9,15.75,0,0.624583995
7,8,9,0,0.558857009
7,2,2.5,0,0.806115655
7,10,17.5,0,0.654035421
7,6,1.5,1,0.883994219
7,4,6.5,0,0.927349632
7,8,16,0,0.569331571
7,2,2.75,0,0.592260048
7,2,3,0,0.606213236
7,8,3,1,0.690897543
7,5,8.125,0,0.709446776
7,4,5.5,0,0.604060501
7,6,9.75,0,0.668034085
7,8,13,0,0.613579487
7,9,11.25,0,0.59032576
7,2,1.75,1,0.691548417
7,2,0.75,1,0.748675504
7,8,4,1,0.651763385
7,9,2.25,1,0.660542791
7,9,5.625,1,0.678063431
7,2,0.5,1,0.866912222
7,6,5.25,0,0.918661371
7,12,18,0,0.705768807
7,12,3,1,1.198883665
7,5,1.25,1,1.19616821
7,10,2.5,1,0.662344389
7,10,5,1,0.636490454
7,8,15,0,0.651869136
7,4,8,0,0.711046484
7,9,13.5,0,0.55003591
7,5,9.375,0,0.792863571
7,9,18,0,0.57411972
7,5,1.875,1,0.618532953
7,8,2,1,0.620085941
7,10,20,0,0.70500695
7,5,6.25,0,0.797037708
7,6,10.5,0,0.541500589
7,12,22.5,0,0.739709791
7,4,6,0,0.664139319
7,6,6,0,0.880126041
7,2,1.5,1,0.76228829
7,9,7.875,1,0.695537455
7,5,6.875,0,1.231815543
7,9,14.625,0,0.558917738
7,6,6.75,0,0.633583604
7,5,2.5,1,0.644400389
7,8,7,1,1.129350319
7,10,7.5,1,0.783292491
7,4,5,0,0.681379368
7,6,12,0,0.64179367
7,12,12,0,0.690692951
7,10,16.25,0,0.75153992
7,6,3,1,0.955226721
7,12,21,0,0.700574481
7,5,5,0,0.885673823
7,8,12,0,0.687676787
7,2,1,1,0.676901017
7,2,3.5,0,0.614765943
7,8,14,0,0.577930059
7,12,10.5,0,1.233188098
7,2,3.25,0,0.701032843
7,10,10,0,0.793923046
7,2,1.25,1,0.710493121
7,5,3.125,1,0.699645127
7,5,8.75,0,0.617023753
7,12,9,1,1.026063751
7,8,6,1,0.691178794
7,12,19.5,0,0.82097793
7,6,3.75,1,0.729344169
7,12,15,0,0.794224238
7,4,1,1,0.882200476
7,12,13.5,0,0.595704441
7,8,11,0,0.583443432
7,4,1.5,1,0.599680537
7,8,10,0,0.614763996
7,12,4.5,1,0.624247851
7,10,8.75,1,1.679163708
7,6,7.5,0,0.802576863
7,10,13.75,0,0.656922487
7,12,16.5,0,0.712758834
7,4,4.5,0,0.617075637
7,6,8.25,0,0.742112676
7,10,18.75,0,0.587803122
7,5,4.375,1,0.998634289
7,5,5.625,0,0.770844316
7,4,4,0,1.172227343
7,4,2.5,1,0.746016453
7,9,3.375,1,0.652609937
7,9,10.125,0,0.700261897
7,5,10,0,0.629521547
7,10,15,0,0.701476027
7,8,5,1,0.764477601
7,8,8,0,0.721652423
7,2,4,0,0.77969868
7,4,3,1,0.890546257
7,4,7.5,0,0.598573756
7,2,2,0,1.037725614
7,4,3.5,1,0.79158533
7,6,2.25,1,0.695844496
7,9,16.875,0,0.640235678
7,6,4.5,1,0.737901627
8,8,14,0,1.513478996
8,5,3.75,1,2.000562004
8,8,5,1,1.647274492
8,10,12.5,0,1.137525131
8,9,18,0,1.35751198
8,5,9.375,0,1.105088176
8,10,10,0,1.327172339
8,10,20,0,1.113975909
8,8,15,0,1.011543639
8,9,14.625,0,0.818491743
8,9,12.375,0,0.5638729
8,9,5.625,1,1.026966288
8,2,3.25,0,1.227718255
8,2,1.25,1,1.720317476
8,6,6,0,1.309691841
8,6,7.5,0,1.212729972
8,9,10.125,0,1.284483649
8,8,7,1,1.563375115
8,10,13.75,0,1.063129791
8,5,6.25,0,0.917682443
8,9,3.375,1,0.89647269
8,6,2.25,1,0.936165673
8,9,7.875,1,0.905453149
8,9,6.75,1,0.898833555
8,12,18,0,0.833242696
8,5,5.625,0,1.181796631
8,6,4.5,1,0.850097442
8,12,6,1,0.933066285
8,10,11.25,0,1.456272756
8,12,24,0,0.995325968
8,4,2.5,1,0.893620818
8,5,1.25,1,0.702153402
8,4,4.5,0,1.47604133
8,9,9,0,0.964648588
8,10,2.5,1,0.774118042
8,2,2.75,0,0.824451893
8,9,11.25,0,0.775455392
8,5,10,0,0.81824129
8,8,2,1,0.787885857
8,5,4.375,1,0.801443311
8,4,5.5,0,0.720593299
8,8,11,0,1.358000234
8,6,9,0,1.28123562
8,2,1.5,1,1.297861681
8,4,1,1,0.809569915
8,9,16.875,0,0.724205613
8,9,4.5,1,0.934009489
8,4,6.5,0,0.693509701
8,12,13.5,0,0.81632739
8,8,3,1,0.741201424
8,6,1.5,1,0.602454007
8,12,15,0,0.70686343
8,2,0.75,1,1.144341251
8,6,11.25,0,1.154860444
8,4,7,0,0.906757443
8,6,10.5,0,1.008804206
8,12,21,0,1.110043434
8,12,7.5,1,0.88364284
8,10,6.25,1,0.951415933
8,4,4,0,1.634913606
8,4,3,1,1.972831821
8,12,16.5,0,1.242128662
8,10,18.75,0,1.614493489
8,8,9,0,0.760675898
8,6,8.25,0,1.032801689
8,5,8.125,0,0.822289908
8,2,2.5,0,1.509526649
8,4,5,0,1.072542346
8,8,12,0,0.825762224
8,5,7.5,0,1.063592355
8,2,3.75,0,0.652966734
8,12,22.5,0,0.715875542
8,9,2.25,1,1.708540252
8,5,8.75,0,0.713039049
8,5,5,0,1.152529627
8,8,8,0,0.962372482
